@RELATION DVDTrain

@ATTRIBUTE Text string
@ATTRIBUTE sentiments real

@DATA
'scorcese_etc',1
'rudd',1
'ice-t._mcginly\'s',1
'include',1
'days_i',1
'that',2
'previous',1
'sean',3
'is_a',1
'stuff_leave',1
'to_say',1
'the_world',1
'same_league',1
'mcginly',2
'have_to',1
'ice-t.',1
'i_have',1
'graced',1
'intellectual_stuff',1
'renowned_talent',1
'to_doing',1
'the',6
'is',1
'all_across',1
'in',2
'at_film',1
'talent_and',1
'away_from',1
'as_superstars',1
'without',1
'some_of',1
'like_capra',1
'include_venomous',1
'the_film',1
'idiots',1
'scorcese',1
'previous_work',1
'he',2
'away',1
'film_was',1
'your_league',1
'writer_sean',1
'best_and',1
'paul_rudd',1
'i',4
'superstars_traci',1
'film_schools',1
'a#',2
'bingham_and',1
'his_latest',1
'treat_williams',1
'was_appalled',1
'not',2
'included',1
'cast',1
'direction',1
'paul',1
'have',2
'mcginly_fan',1
'writer',1
'hacks',1
'should_stick',1
'who_have',1
'sean_stick',1
'im_a',1
'think',1
'bingham',1
'etc_they',1
'from_the',1
'impact',1
'stuff',1
'#label#',1.0
'anyone',1
'movies_i',1
'look',1
'back_the',1
'for_witchcraft',1
'true_witch',1
'like_except',1
'is',2
'favorite',1
'fact',1
'of',3
'the_most',1
'this',3
'be',1
'the_dead',1
'even',1
'magic',1
'for',2
'a_true',1
'this_movie',1
'that_this',1
'my',1
'curiousity',1
'i_like',1
'make',1
'of_what',1
'is_the',1
'anyone_with',1
'one_of',1
'bad',1
'back',1
'movie',1
'for_the',1
'a_bit',1
'i_recommend',1
'bit',1
'witch',1
'movies',1
'be_like',1
'witchcraft',2
'look_bad',1
'practical_magic',1
'bad_this',1
'bit_of',1
'like_the',1
'to_anyone',1
'fact_that',1
'of_my',1
'bringing',1
'one',1
'what_a',1
'part',1
'except',1
'even_a',1
'it',1
'recommend_it',1
'make_witchcraft',1
'doesn\'t_make',1
'with_even',1
'what',1
'practical',1
'most_accurate',1
'about_bringing',1
'witchcraft_look',1
'most',2
'accurate_view',1
'dead',1
'most_favorite',1
'to',1
'movie_doesn\'t',1
'accurate',1
'that',1
'with',1
'i',2
'about',1
'witch_would',1
'a#',2
'this_is',2
'bringing_back',1
'recommend',1
'dead_i',1
'the',4
'doesn\'t',1
'it_to',1
'view_of',1
'like',2
'view',1
'curiousity_for',1
'the_fact',1
'except_for',1
'the_part',1
'of_curiousity',1
'part_about',1
'would',1
'my_most',1
'would_be',1
'is_one',1
'favorite_movies',1
'true',1
'#label#',5.0
'look',1
'transfers_look',1
'of_them',1
'movies_a',1
'of_family',1
'are',2
'or',1
'lucky',1
'on',1
'are_family',1
'most_of',1
'of',4
'family_movies',2
'this',2
'there_are',1
'these_sets',1
'great_family',1
'them_this',1
'i_don\'t',1
'as',1
'this_set',1
'these',1
'they_are',1
'as_the',1
'if_i',1
'good',3
'there',1
'fun_movies',1
'<num>_pack',1
'movies',4
'the_transfers',1
'got',1
'some_fun',1
'little_set',1
'movies_on',1
'title_says',1
'many_of',1
'but',2
'and',3
'title',1
'great',4
'they',1
'set_is',1
'don\'t_know',1
'is_very',1
'them',1
'pack_of',1
'collection_and',1
'or_what',1
'set',2
'know',1
'silent_movies',1
'little',1
'all',1
'collection',1
'like_most',1
'is',1
'of_some',1
'look_very',1
'what',1
'sets',1
'if',1
'a_great',1
'very',3
'and_as',1
'good_i',1
'great_little',1
'the_title',1
'not_great',1
'great_silent',1
'most',1
'but_very',1
'many',1
'what_but',1
'fun',1
'pack',1
'some_great',2
'good_not',1
'i_got',1
'movies_and',1
'transfers',1
'family',3
'know_if',1
'i_own',1
'very_good',3
'i',3
'own',1
'of_these',1
'lucky_or',1
'all_the',1
'a#',1
'not',1
'and_like',1
'silent',1
'says',1
'and_some',1
'the',2
'own_many',1
'on_this',1
'like',1
'got_lucky',1
'good_there',1
'friendly',1
'says_they',1
'some',3
'but_all',1
'great_but',1
'are_some',1
'family_friendly',1
'this_collection',1
'set_of',1
'don\'t',1
'<num>#',1
'sets_and',1
'#label#',5.0
'made_it',1
'which',1
'while',1
'it_marketed',1
'at_all',1
'after_you\'re',1
'every_other',1
'"horrorfest"_as',1
'i_saw',1
'off.the_only',1
'pretense',1
'audiences"!the',1
'one_as',1
'good_ones',1
'goes',1
'dark_is',1
'having',1
'shocking_for',1
'is_no',1
'movie',1
'we\'re_left',1
'the_exception',1
'as_they',1
'at',1
'as',3
'set_was',1
'far',1
'hell',1
'all_what',1
'having_seen',1
'filmmaking',1
'i_hope',1
'far_as',1
'headed',1
'was_only',1
'as_far',1
'borefest.penney',1
'abandoned',1
'buy',1
'titled_it',1
'of_a',1
'with_the',1
'but',1
'only_a',1
'filmmaking_goes',1
'every_one',1
'screen.after',1
'goes_i',1
'general_audiences"!the',1
'a_blow',1
'because_almost',1
'pretense_and',1
'these_films',1
'people_listen',1
'stepchild_it',1
'this_set',1
'cashed',1
'blow',1
'actually',2
'left',1
'dark\'s',1
'that_don\'t',1
'hell_of',1
'lion\'s_gate',1
'the_gravedancers',1
'"horrorfest"',1
'members_we\'re',1
'audience_members',1
'other_one',1
'lackluster_movies',1
'tell',1
'what_you',1
'headed_stepchild',1
'ones',1
'gate\'s',1
'most',1
'were_promised',1
'on_to',1
'set',1
'members',1
'done_write',1
'hope',1
'false',1
'those',1
'to_the',1
'money_it',1
'we\'re_the',1
'your_own',1
'make_money',1
'dark\'s_"horrorfest"',1
'gate_saw',1
'and_ripped',1
'any',1
'these_lackluster',1
'dreadful_being',1
'blow_releasing',1
'releasing',1
'under',1
'not_buy',1
'you\'re_done',1
'truly_do',1
'i_can',1
'cashed_in',1
'borefest.penney_dreadful',1
'own',1
'to',2
'is_lion\'s',1
'decent',1
'which_i',1
'almost_every',1
'and_cashed',1
'one_with',1
'gate',1
'silver',1
'every_movie',1
'seen_every',1
'fact',1
'can_tell',1
'hope_people',1
'own_review',1
'don\'t_after',1
'saw',2
'this',2
'these_i',1
'actually_comes',1
'silver_screen.after',1
'took_a',1
'any_decent',1
'listen',1
'red_headed',1
'of_these',2
'do_i',1
'write_your',1
'make',1
'but_for',1
'a_hell',1
'films',1
'from',1
'being_number',1
'dreadful',1
'they_titled',1
'these_lion\'s',1
'left_unhappy',1
'ones_with',1
'movies_actually',1
'red',1
'bad_filmmaking',1
'were',1
'do_not',1
'in_this',1
'every',3
'one_of',1
'audience',1
'we\'re',2
'promised_there',1
'comes',1
'to_make',1
'off.the',1
'was_not',1
'too_shocking',1
'on',1
'ripped',1
'for',2
'number',1
'being',1
'of',4
'they',1
'titled',1
'the_abandoned',1
'seen',1
'almost',1
'dark',1
'no',1
'the_silver',1
'opportunity_to',1
'lion\'s',2
'what',1
'was',3
'these',4
'comes_from',1
'releasing_these',1
'your',1
'as_bad',1
'and',3
'you',2
'general',1
'content',1
'you_were',1
'fact_that',1
'there',1
'audiences"!the_shock',1
'it_on',1
'ripped_off.the',1
'with',2
'because',1
'too',1
'review',1
'you\'re',1
'for_general',1
'gate\'s_red',1
'fest_because',1
'good',1
'under_false',1
'screen.after_dark',1
'that_most',1
'you_do',1
'all',1
'other',1
'i_truly',1
'of_the',1
'can',1
'unhappy_and',1
'made',1
'twice',1
'that',2
'gravedancers',1
'reincarnation_every',1
'exception',1
'really',1
'shocking',1
'lion\'s_gate\'s',1
'took',1
'one',3
'not_at',1
'completely_under',1
'it_was',1
'unhappy',1
'a_horror',1
'it',4
'is',2
'truly',1
'in',2
'with_any',1
'and_reincarnation',1
'stepchild',1
'the_fact',1
'opportunity',1
'marketed_these',1
'while_audience',1
'listen_but',1
'promised',1
'marketed',1
'number_one',1
'twice_was',1
'money',1
'reincarnation',1
'for_those',1
'no_too',1
'done',1
'horror_fest',1
'tell_you',1
'i',4
'saw_opportunity',1
'people',1
'exception_of',1
'a#',4
'content_we\'re',1
'actually_made',1
'after_dark\'s',1
'a_true',1
'gravedancers_and',1
'most_of',1
'not',2
'true',1
'shock',1
'saw_twice',1
'false_pretense',1
'horror',1
'was_a',1
'films_completely',1
'those_that',1
'movies',1
'bad',1
'really_is',1
'abandoned_which',1
'write',1
'fest',1
'movie_in',1
'completely',1
'only',2
'only_good',1
'the',5
'in_while',1
'shock_actually',1
'decent_content',1
'buy_this',1
'do',2
'from_the',1
'don\'t',1
'lackluster',1
'after',2
'true_borefest.penney',1
'there_really',1
'it_took',1
'#label#',1.0
'must',1
'second_the',1
'by',1
'as_the',1
'much_unnecessary',1
'gets_to',1
'(sequels)".',1
'gore_splatter',1
'also_enjoy',1
'goes',1
'giving_the',1
'admit',1
'therefore',1
'tcm_<year>',1
'viewer_knows',1
'in_the',1
'the_haunting',1
'more_recent',1
'admit_that',1
'movie_starts',1
'be',1
'out_this',1
'true_suspense.these',1
'stated_horror',1
'horror_flicks',1
'"halloween"_"alien"',1
'movie',3
'collection',1
'couldn\'t_succeed',1
'the_descent',1
'as',5
'beginning',1
'the_second',1
'high_tension',1
'to_unnecessary',1
'far',1
'genre',1
'same',1
'flicks',2
'enjoy',2
'that_a',1
'leads',1
'collection_is',1
'is_that',1
'due_to',1
'leatherface_turned',1
'goes_waaaay',1
'this_massacre',1
'the_changeling',1
'though_most',1
'make_this',1
'shown',1
'evil_dead',1
'over_the',1
'with_the',1
'scares',1
'others_the',1
'decent_intro',1
'found',1
'tcm',1
'bonechilling',1
'saw_(sequels)".',1
'hero_can',1
'entertain',1
'nobody',2
'which',1
'i_do',1
'"hostel"',1
'there_is',1
'"rosemary\'s',1
'version_the',2
'movie_a',1
'know_why',1
'movie_sadly',1
'a_decent',1
'the_ring',1
'why_leatherface',1
'(remake)"_and',1
'creek',1
'some',2
'starts_which',1
'us_version',2
'6th_sense',1
'(original)"_"rosemary\'s',1
'the_viewer',2
'massacre',1
'too_far',1
'most',1
'baby_the',1
'6th',1
'recent_flicks',1
'should_entertain',1
'on_this',1
'good_horror',1
'as_wolf',1
'"psycho"_the',1
'scares_this',1
'sadly_couldn\'t',1
'especially_the',1
'though',1
'leads_to',1
'this_genre',1
'found_in',1
'the_top',1
'to_the',1
'don\'t',1
'intro_as',1
'can_be',1
'more',1
'<year>_remake".the',1
're-viewer_stated',1
'league',1
'us',2
'(original)"_the',1
'last_make',1
'the_shining',1
'why',1
'friends',1
'succeed',1
'unnecessary_gore',2
'don\'t_need',1
'that_nobody',1
'this_movie',2
'<year>',1
'descent',1
'to',3
'grudge_us',1
'my_friends',1
'know',1
'decent',1
'must_admit',1
'top',1
'"hostel"_and',1
'such',2
'besides_classics',1
'even_though',1
'even',1
'entertain_by',1
'turned_out',1
'beginning_is',1
'stated',1
'watching_some',1
'also',2
'therefore_lack',1
'saw',1
'gore_and',1
'this',7
'will_survive',1
'last',1
'sense_the',1
'dead',2
'"halloween"',1
'wolf_creek',1
'to_know',1
'massacre_the',1
'survive',1
'horror_movies',1
'omen',1
'concentrating_on',1
'primarily',1
'make',1
'the_others',1
'recent',1
'this_goes',1
'(sequels)"._as',1
'primarily_concentrating',1
'lack',1
'problem',1
'out',1
'is_waaaay',1
'good_scares',1
'do_enjoy',1
'i_don\'t',1
'besides',1
'facts',1
'succeed_due',1
'and_blood',1
'need',1
'i_also',1
'intro',1
'some_flashbacks',1
'this_way',1
'the_movie',1
'wax".c._there',1
'changeling_"halloween"',1
'the_same',1
'and_a',1
'way_damn',1
'in_this',1
'unnecessary',2
'a_few',1
'this_movie!b.',1
'enjoy_watching',1
'the_beginning',1
'enjoy_more',1
'gets',1
'others',1
'house_of',1
'or',1
'of_my',1
'on',1
'a_the',1
'atleast_shown',1
'e.g.in',1
'"alien"',1
'of',5
'friends_hate',1
'one_re-viewer',1
'ring_us',1
'of_wax".c.',1
'they',1
'my_dvd',1
'gore',2
'a_over',1
'gorefest',1
'nobody_will',1
'shining',1
'them',1
'the_last',1
'no',1
'much',1
'over',1
'way',1
'omen_(original)"',1
'flicks_my',1
'haunting_(original)"',1
'especially',1
'some_good',1
'exorcist',1
'version',3
'my',2
'as_e.g.in',1
'watching',1
'bonechilling_suspense',1
'house',1
'facts_especially',1
'blood',1
'and',6
'waaaay_too',2
'the_evil',1
'sense',1
'wax".c.',1
'and_tcm',1
'fact_that',1
'there',1
'splatter_and',1
'need_that',1
'with',1
'concentrating',1
'or_a',1
'league_as',1
'that_no',1
'sadly',1
'hate_them',1
'too',2
'tension',1
'suspense_and',1
'shown_some',1
'suspense.these_facts',1
'viewer',2
'"alien"_and',1
'good',2
'viewer_bonechilling',1
'classics',1
'"psycho"',1
'all_',1
'waaaay',2
'knows_that',1
'few',1
'dvd',1
'could\'ve',1
'dawn',1
'(remake)"',1
'of_the',1
'can',1
'tension_"hostel"',1
'flicks_such',1
'which_leads',1
'that',5
'dead_(remake)"',1
'shining_the',1
're-viewer',1
'unrated_version',1
'"rosemary\'s_baby',1
'wolf',1
'should',1
'haunting',1
'due',1
'same_league',1
'e.g.in_house',1
'one',1
'few_good',1
'suspense',1
'and_the',1
'damn',1
'is',3
'in',2
'that_i',1
'descent_dawn',1
'ring',1
'changeling',1
'is_also',1
'remake".the',1
'such_as',2
'genre_besides',1
'the_fact',1
'as_one',1
'the_grudge',1
'atleast',1
'knows',1
'flashbacks',1
'by_giving',1
'the_dead',1
'i_must',1
'survive_this',1
'second',1
'high',1
'them_',1
'movie!b.',1
'the_6th',1
'the_omen',1
'damn_they',1
'starts',1
'evil',1
'i',4
'exorcist_the',1
'of_all',1
'movies_should',1
'a#',4
'splatter',1
'of_true',1
'problem_with',1
'fact',1
'grudge',1
'far_',1
'most_of',1
'as_"psycho"',1
'all',1
'the_exorcist',1
'true',1
'lack_of',1
'and_saw',1
'dead_i',1
'couldn\'t',1
'classics_such',1
'horror',2
'too_much',1
'they_could\'ve',1
'unrated',1
'top_gorefest',1
'movies',1
'giving',1
'baby',1
'(original)"',2
'could\'ve_atleast',1
'blood_i',1
'first_of',1
'remake".the_problem',1
'flashbacks_or',1
'turned',1
'hero',1
'the',21
'no_hero',1
'will',1
'suspense.these',1
'do',1
'gorefest_in',1
'dawn_of',1
'leatherface',1
'creek_high',1
'dvd_collection',1
'nobody_gets',1
'first',1
'be_found',1
'and_therefore',1
'hate',1
'also_primarily',1
'movie!b._nobody',1
'#label#',2.0
'other_is',1
'found_this',1
'role',1
'found',1
'both',1
'are',2
'is',5
'finding_nemo',1
'on',1
'it\'s_about',1
'of',4
'podiatrist_he',1
'in-laws._one',1
'be',2
'perfect_voice',1
'cia_the',1
'be_hilarious',1
'member',2
'he_has',1
'be_in-laws.',1
'of_his',1
'roles_michael',1
'as',1
'action_both',1
'an_absolutely',1
'an',2
'really_funny',1
'brooks_is',1
'this_movie',3
'really',1
'cia_member',1
'i_found',1
'the_parents',1
'parents',1
'of_the',3
'proven',1
'with_more',1
'voice_for',1
'one_of',1
'a_stuffy',1
'for_histarical',1
'movie',4
'for_the',1
'stars_are',1
'funny_albert',1
'nemo',1
'albert',1
'for',3
'perfect_for',2
'in-laws.',1
'member_takes',1
'about_two',1
'stuffy_chicken',1
'the_perfect',1
'perfect',3
'who_are',1
'are_perfect',1
'albert_brooks',1
'and',1
'more_action',1
'is_an',1
'an_undercover',1
'action',1
'parents_with',1
'has',1
'movie_and',1
'this',3
'his_missions',1
'douglas_is',1
'meet_the',1
'member_of',1
'takes_the',1
'thumbs_up',1
'one',2
'finding',1
'missions',1
'roles',1
'nemo_an',1
'podiatrist_on',1
'histarical_yelling',1
'in',2
'for_their',1
'thumbs',1
'who',1
'proven_in',1
'both_of',1
'two_men',1
'undercover_member',1
'up',1
'missions_this',1
'in_this',1
'histarical',1
'about_to',1
'role_of',1
'absolutely',1
'movie_is',1
'he',1
'absolutely_great',1
'two',2
'yelling',1
'it\'s',1
'douglas',1
'stars',1
'the_role',1
'has_the',1
'to',2
'movie_two',1
'is_perfect',1
'one_is',1
'chicken',1
'to_be',2
'funny',1
'hilarious',2
'like_meet',1
'their_roles',1
'with',1
'is_like',1
'other',1
'hilarious_it\'s',1
'is_a',1
'i',1
'about',2
'a#',1
'more',1
'his',1
'as_proven',1
'movie_to',1
'great',1
'in_finding',1
'podiatrist_the',1
'chicken_podiatrist',1
'podiatrist',3
'the',9
'on_one',1
'yelling_as',1
'undercover',1
'michael',1
'like',1
'brooks',1
'stuffy',1
'men_who',1
'the_stars',1
'michael_douglas',1
'their',1
'cia',2
'two_thumbs',1
'the_cia',2
'are_about',1
'meet',1
'the_podiatrist',2
'voice',1
'and_in',1
'is_really',1
'great_movie',1
'the_other',1
'takes',1
'men',1
'#label#',5.0
'\'movie\'_seems',1
'white',1
'summaries',1
'embarrasing_waste',1
'bother_',1
'like_they',1
'<num>_am.dont',1
'head_cut',1
'reasons1.',1
'around_don\'t',1
'bad_script.this',1
'movie_reading',1
'deaths_like',1
'acting',1
'you_used',1
'rub_the',1
'image.2.',1
'by',2
'plot_summaries',1
'it_looks',1
'of_time',1
'happens',1
'rectangle-thing',1
'airs',1
'equally_bad',1
'off',3
'room',3
'time',2
'movie',2
'a_rectangle-thing',1
'at',1
'as',1
'scary',1
'an',1
'orginal_cube',1
'deleted',1
'same',2
'one_character',1
'rooms',1
'structure_this',1
'having_different',1
'basic_looking',1
'they_were',1
'than_it',1
'<num>#',1
'lawnmower_man',1
'same_room',1
'but',1
'look_scary',1
'room_is',1
'head_off',1
'by_a',1
'equally',1
'much_cooler',1
'makes_it',1
'looks',1
'illusion',1
'cooler_than',1
'like',5
'a_<year>',1
'a_equally',1
'spoilers',1
'to_rub',1
'different',1
'nothing_happens',1
'watch',1
'reading',1
'looking_geometrical',1
'basic',1
'like_in',1
'pulled',1
'first_<fraction>',1
'waste_of',1
'it_off',1
'were_navigating',1
'cool_deaths',1
'good_this',1
'seems_like',1
'geometrical_shapes',1
'reasons1._the',1
'sci-fi_original',1
'nothing',1
'image.2._boring',1
'computer',1
'the_illusion',1
'around',1
'deaths',1
'summaries_and',1
'embarrasing',1
'and_spoilers',1
'talking.3._horrible',1
'floating',1
'the_lawnmower',1
'a_jpg',1
'script.this_\'movie\'',1
'at_<num>',1
'gave',1
'a_larger',1
'fact_absolutely',1
'the_head',1
'even_bother',1
'<year>_basic',1
'man_one',1
'absolutely_nothing',1
'only_airs',1
'like_you',1
'the_computer',1
'<year>',2
'they_look',1
'your_time',1
'time_for',1
'several',1
'every_room',1
'except_talking.3.',1
'<fraction>_of',1
'character',1
'his',1
'dull_room',1
'of_fact',1
'although',1
'waste',2
'even',1
'sci-fi',1
'basically',1
'although_basically',1
'fact',1
'filmed',1
'cooler',1
'for_several',1
'room_pulled',1
'that_only',1
'several_reasons1.',1
'movie_except',1
'the_first',1
'this',3
'white_dull',1
'eraser_in',1
'from',2
'scenes',1
'waste_your',1
'windows_paint',1
'larger',1
'looks_like',1
'reading_plot',1
'was_pretty',1
'graphics',1
'navigating',1
'bother',1
'acting_and',1
'cube',2
'an_embarrasing',1
'are',2
'they_are',1
'from_<year>',1
'it_sound',1
'by_having',1
'the_movie',1
'were',1
'the_same',2
'and_a',1
'shapes_floating',1
'every',1
'look_like',2
'cut_off',1
'gets',1
'no_cool',1
'matter_of',1
'illusion_they',1
'for',1
'pretty_good',1
'of',3
'much',1
'gave_the',1
'are_no',1
'they',3
'there_are',1
'like_deleted',1
'is_an',1
'same_white',1
'no',1
'doesn\'t',1
'happens_in',1
'off_by',2
'matter',1
'was',1
'paint',1
'in_the',3
'sound',1
'scary_they',1
'graphics_look',1
'horrible_horrible',2
'your',1
'scenes_from',1
'deleted_scenes',1
'colored_rooms',1
'don\'t_look',1
'and',3
'you',1
'watch_this',1
'dont_waste',1
'different_colored',1
'there',1
'cube_was',1
'the_eraser',1
'geometrical',1
'cool',1
'original',3
'man',1
'this_one',2
'doesn\'t_even',1
'used_the',1
'to',1
'original_cube',1
'off_a',1
'but_it',1
'boring',1
'are_from',1
'good',1
'talking.3.',1
'dull',1
'horrible',3
'jpg',1
'seems',1
'looking',1
'this_movie',1
'windows',1
'of_the',1
'am.dont_watch',1
'airs_at',1
'a_matter',1
'colored',1
'that',1
'than',1
'one_is',1
'eraser',1
'character_gets',1
'cube_although',1
'the_original',2
'one_as',1
'one_doesn\'t',1
'one',4
'rooms_and',1
'having',1
'as_a',1
'it',4
'is',3
'in',4
'makes',1
'rectangle-thing_but',1
'<fraction>',1
'look',3
'am.dont',1
'like_a',1
'original_one',1
'shapes',1
'paint_to',1
'navigating_a',1
'script.this',1
'dont',1
'lawnmower',1
'pretty',1
'gets_his',1
'boring_the',1
'\'movie\'',1
'and_gave',1
'pulled_it',1
'rub',1
'is_the',1
'computer_graphics',1
'room_there',1
'plot',1
'structure',1
'a#',6
'it_is',1
'in_windows',1
'<year>_sci-fi',1
'larger_structure',1
'horrible_acting',1
'head',2
'spoilers_makes',1
'original_that',1
'cut',1
'filmed_in',1
'bad',1
'sound_much',1
'jpg_image.2.',1
'used',1
'except',1
'only',1
'the',11
'orginal',1
'his_head',1
'floating_around',1
'from_the',1
'don\'t',1
'first',1
'absolutely',1
'basically_filmed',1
'#label#',1.0
'must',1
'of_depth',1
'any_kind',1
'up',1
'russian_captivity',1
'does_not',1
'explanation_for',1
'character_development',1
'disappointed',1
'a_rumanian',1
'terms_of',1
'a_time',1
'very_engaging',1
'is_less',1
'droll_all',1
'action_war',1
'of_character',1
'line',1
'disappointment',1
'time',1
'movie',2
'or_story',1
'at',1
'as',3
'disaster',1
'an',2
'same',1
'development_or',1
'stalingrad',3
'the_eve',1
'german',2
'period',1
'of_a',1
'not_very',1
'the_experiences',1
'veteran_german',1
'satisfying',1
'of_explanation',1
'does',1
'considering',1
'experiences',1
'development',1
'rumanian_army',1
'some',1
'into',1
'all_this',1
'is_a',2
'than',1
'corps_on',1
'rumanian',1
'satisfying_than',1
'when_so',1
'still',1
'1950\'s_who',1
'to_a',1
'for_the',1
'think',1
'this_is',1
'film_does',1
'officer_assigned',1
'probably',1
'is_droll',1
'terms',1
'russian',1
'made_for',1
'must_think',1
'tragedy',1
'1950\'s',1
'made_at',1
'importance',1
'and_recently',1
'who',1
'think_that',1
'alive',1
'than_a',1
'depth_either',1
'in_all',1
'to',2
'tv',1
'some_kind',1
'era_as',1
'film_covers',1
'it\'s_original',1
'freed',1
'even',1
'depth',1
'so',1
'corps',1
'the_disaster',1
'army',1
'line_to',1
'film',5
'to_explain',1
'this',3
'assigned_as',1
'time_when',1
'a_veteran',1
'less_satisfying',1
'in_terms',1
'shoot',1
'the_importance',1
'the_stalingrad',1
'when',1
'kind',2
'freed_from',1
'failure',1
'and_the',1
'recently',1
'film_it',1
'german_officer',1
'army_corps',1
'nazi',1
'an_advisor',1
'story_line',1
'anti-war_film',1
'film_this',1
'eve',1
'were',1
'the_same',1
'captivity_the',1
'movie_of',1
'either',1
'explain_the',1
'officer',1
'not_go',1
'explanation',1
'tragedy_of',1
'or',1
'on',1
'as_an',2
'for',2
'film_is',1
'made',2
'of',10
'many',1
'at_a',1
'stalingrad_encirclement',1
'engaging',1
'droll',1
'advisor',1
'either_in',1
'for_tv',1
'all_in',1
'alive_and',1
'was',1
'war',1
'even_disappointed',1
'probably_desired',1
'viewers_of',1
'any',1
'up_action',1
'survivors',1
'failure_as',1
'it_even',1
'assigned',1
'experiences_of',1
'and',3
'kind_of',2
'importance_and',1
'original',1
'era',1
'disappointed_it\'s',1
'into_any',1
'veteran',1
'less',1
'covers',1
'it\'s',1
'disaster_of',1
'character',1
'all',2
'a_made',1
'this_movie',1
'of_the',4
'war_film',1
'of_stalingrad',2
'that',1
'the_1950\'s',1
'a_shoot',1
'movie_is',1
'nazi_era',1
'many_of',1
'on_the',1
'go_into',1
'one',1
'advisor_to',1
'it_was',1
'as_a',1
'story',1
'desired',1
'it',3
'is',4
'a_failure',1
'in',2
'shoot_em',1
'stalingrad_and',1
'encirclement_the',1
'who_probably',1
'survivors_were',1
'the_film',2
'an_anti-war',1
'same_period',1
'so_many',1
'explain',1
'captivity',1
'the_survivors',1
'original_german',1
'go',1
'that_it',1
'german_viewers',1
'tv_movie',1
'this_film',1
'a#',7
'it_is',1
'was_made',1
'encirclement',1
'the_nazi',1
'were_still',1
'not',2
'stalingrad_one',1
'desired_some',1
'very',1
'viewers',1
'a_disappointment',1
'disappointment_considering',1
'considering_it',1
'em',1
'from',1
'the',11
'anti-war',1
'recently_freed',1
'em_up',1
'covers_the',1
'eve_of',1
'from_russian',1
'and_tragedy',1
'action',1
'one_must',1
'still_alive',1
'#label#',2.0
'movie_until',1
'told',1
'dude',1
'you_probably',1
'never_heard',1
'dumb_and',1
'who_hadn\'t',1
'until_one',1
'be',1
